title,abstract,pdf_url,doi,publication_date
ผลของโปรแกรมสงเสรมการรบรความเชอดานสขภาพผานการพยาบาลทางไกลตอพฤตกรรมการปองกนโรคหลอดเลอดสมองในผปวยโรคความดนโลหตสงทควบคมความดนโลหตไมได,"บทนำ โรคความดันโลหิตสูงเป็นสาเหตุที่สำคัญของโรคหลอดเลือดสมอง การส่งเสริมความเชื่อ ด้านสุขภาพผ่านการพยาบาลทางไกลเป็นวิธีการหนึ่งที่จะช่วยให้ผู้ป่วยโรคความดันโลหิตสูงที่ควบคุม ความดันโลหิตไม่ได้ มีพฤติกรรมการป้องกันการเกิดโรคหลอดเลือดสมองที่เหมาะสม วัตถุประสงค์การวิจัย เพื่อศึกษาผลของโปรแกรมส่งเสริมการรับรู้ความเชื่อด้านสุขภาพผ่าน การพยาบาลทางไกลต่อพฤติกรรมการป้องกันโรคหลอดเลือดสมองในผู้ป่วยโรคความดันโลหิตสูงที่ควบคุม ความดันโลหิตไม่ได้ การออกแบบวิจัย การวิจัยเชิงทดลองแบบสองกลุ่ม วัดผลก่อนและหลังทดลอง ประยุกต์ใช้ แบบแผนความเชื่อด้านสุขภาพเป็นกรอบแนวคิดของการศึกษา วิธีดำเนินการวิจัย กลุ่มตัวอย่างเป็นผู้ป่วยโรคความดันโลหิตสูง 30 คนที่ควบคุมความดันโลหิต ไม่ได้ในคลินิกโรคความดันโลหิตสูง โรงพยาบาลชุมชนแห่งหนึ่งของจังหวัดทางภาคตะวันออกเฉียงเหนือ สุ่มตัวอย่างแบบง่ายแล้วจัดเข้ากลุ่มโดยการสุ่ม แบ่งเป็นกลุ่มทดลองและกลุ่มควบคุมกลุ่มละ 15 คน กลุ่มทดลองได้รับโปรแกรมส่งเสริมการรับรู้ความเชื่อด้านสุขภาพผ่านการพยาบาลทางไกล และกลุ่มควบคุม ได้รับการพยาบาลตามปกติ เครื่องมือที่ใช้ในการเก็บรวบรวมข้อมูล ได้แก่ แบบสอบถามพฤติกรรม การป้องกันโรคหลอดเลือดสมอง มีค่าความเชื่อมั่นเท่ากับ .83 วิเคราะห์ข้อมูลด้วยสถิติพรรณนา การทดสอบทีอิสระ และการทดสอบทีคู่ ผลการวิจัย ภายหลังการทดลอง กลุ่มทดลองมีคะแนนเฉลี่ยพฤติกรรมการป้องกันโรคหลอดเลือดสมอง (M = 3.51, SD = 0.54) สูงกว่ากลุ่มควบคุม (M = 2.46, SD = 0.54) อย่างมีนัยสำคัญทางสถิติ (t = 7.937, p &lt;. 001) และสูงกว่าก่อนการทดลอง อย่างมีนัยสำคัญทางสถิติ (M = 2.67, SD = 0.26, t = 5.005, p &lt;. 001) เมื่อพิจารณารายด้าน พบว่า กลุ่มทดลองมีคะแนนเฉลี่ยด้านการรับประทานอาหาร (M = 3.17, SD = 0.86) ด้านการจัดการความเครียด (M = 3.52, SD = 1.08) ด้านการใช้สารเสพติดหรือสิ่งกระตุ้น ต่าง ๆ (M = 4.03, SD = 0.92) และด้านการรับประทานยาลดความดันโลหิต (M = 4.53, SD = 0.47) สูงกว่า กลุ่มควบคุมอย่างมีนัยสาคัญทางสถิติ ( ํ p &lt; .05) อย่างไรก็ตามด้านการออกกำลังกายระหว่างกลุ่มควบคุม (M = 1.37, SD = 1.01) และกลุ่มทดลอง (M = 1.90, SD = 1.25) ไม่แตกต่างกัน (Z = -1.383, p &gt;.05) ข้อเสนอแนะ ทีมสุขภาพควรนำโปรแกรมส่งเสริมการรับรู้ความเชื่อด้านสุขภาพผ่านการพยาบาล ทางไกลไปประยุกต์ใช้ในคลินิกความดันโลหิตสูงเพื่อการส่งเสริมการรับรู้ความเชื่อด้านสุขภาพของผู้ป่วย โรคความดันโลหิตสูงและติดตามพฤติกรรมการป้องกันโรคหลอดเลือดสมองอย่างต่อเนื่อง",https://he02.tci-thaijo.org/index.php/TJONC/article/download/266286/181786,https://doi.org/10.60099/jtnmc.v38i04.266286,2023-12-19
การพยาบาลผปวยเดกโรคหวใจแตกำเนดทมภาวะหวใจเตนเรวผดจงหวะทเกดในหวใจหองบน,"ภาวะหัวใจเต้นเร็วผิดจังหวะที่เกิดในหัวใจห้องบน (Supraventricular Tachycardia, SVT) เป็นภาวะฉุกเฉิน ที่พบได้บ่อยที่สุดในผู้ป่วยเด็กโรคหัวใจแต่กำเนิด มักเกิดขึ้นอย่างทันทีทันใด ทำให้การสูบฉีดเลือดไปเลี้ยงส่วนต่าง ๆ ของร่างกายไม่เพียงพออย่างรวดเร็วและอาจเกิดภาวะหัวใจหยุดเต้นได้โดยเฉพาะผู้ป่วยเด็กโรคหัวใจแต่กำเนิดที่มีปัญหาการทำงานของหัวใจอยู่แล้ว วัตถุประสงค์ของบทความนี้เพื่อทบทวนสาระสำคัญที่เกี่ยวข้อง กับภาวะหัวใจเต้นเร็วผิดจังหวะที่เกิดในหัวใจห้องบนในผู้ป่วยเด็กโรคหัวใจแต่กำเนิดและแนวทางการพยาบาล ครอบคลุมเนื้อหากลไกการเกิด อาการและอาการแสดง การวินิจฉัย แนวทางการรักษาในระยะวิกฤต และบทบาทของพยาบาลในการดูแลผู้ป่วยในแต่ละแนวทางการรักษาในขณะที่เกิดอาการ รวมถึงคำแนะนำเพื่อการป้องกัน การกลับเป็นซ้ำ ภาวะหัวใจเต้นเร็วผิดจังหวะที่เกิดในหัวใจห้องบน เกิดจากการลัดวงจรหรือวิ่งวนซ้ำของการส่งสัญญาณไฟฟ้าในหัวใจ มีกลไก คือการเกิดช่องทางพิเศษทำให้เกิดการไหลวนของสัญญาณไฟฟ้าในหัวใจ การแบ่งทางเดินสัญญาณไฟฟ้าเป็นสองทาง และการมีเซลล์พิเศษในหัวใจห้องบนที่สามารถสร้างสัญญาณไฟฟ้าได้เองและเร็วกว่าตัวเริ่มต้นของการส่งกระแสไฟฟ้า ทำให้เกิดการบีบตัวของหัวใจมากกว่าปกติ การประเมินคลื่นไฟฟ้าหัวใจแสดงให้เห็นอัตราการเต้นของหัวใจที่เร็วผิดปกติและมีจังหวะสม่ำเสมอร่วมกับความผิดปกติของคลื่นไฟฟ้าหัวใจ QRS complex และ P wave พยาบาลเด็กจะต้องสามารถประเมินอาการและอาการแสดงของ SVT และอ่านผลคลื่นไฟฟ้าหัวใจที่บ่งชี้ภาวะ SVT ได้อย่างถูกต้องและรวดเร็ว การรักษามีความเฉพาะเจาะจง เช่น การกระตุ้นระบบประสาทอัตโนมัติพาราซิมพาเทติกซ์ โดยการเพิ่มความดันในช่องอกและช่องท้อง การประคบเย็นบริเวณใบหน้า การนวดหลอดเลือดแดงคาโรติด และการกระตุ้นรีเฟล็กซ์การขย้อน และการให้ยาด้วยเทคนิคการใช้หลอดฉีดยาคู่ในการเตรียมและการบริหารยา การปรับจังหวะการเต้นของหัวใจด้วยไฟฟ้า ทำในกรณีที่ระบบไหลเวียนโลหิตไม่คงที่ การตรวจติดตามการไหลเวียนโลหิตอย่างใกล้ชิดและการประเมิน ภาวะแทรกซ้อนที่เป็นไปได้ก่อน ระหว่างและหลังการรักษาถือเป็นสิ่งสำคัญ การดูแลโดยครอบครัวเป็นศูนย์กลางในทุกกระบวนการของการรักษาและการดูแล เพื่อป้องกันการกลับเป็นซ้ำ พยาบาลเด็กต้องมีทักษะทางคลินิกขั้นสูงที่ต้องหมั่นฝึกฝนให้พร้อมเสมอเพื่อประเมินและจัดการอาการฉุกเฉินได้อย่างรวดเร็ว แผนการรักษามีหลายวิธีและอาจใช้ร่วมกันต้องอาศัยการเตรียมพร้อมให้ครบถ้วนและมีประสิทธิภาพ รวมถึงทักษะการช่วยชีวิต การดูแล โดยใช้ครอบครัวเป็นศูนย์กลางเป็นกุญแจสำคัญในการดูแลผู้ป่วย รวมทั้งการให้คำแนะนำเพื่อให้สามารถดูแลตัวเองที่บ้าน การลดปัจจัยเสี่ยง การประเมินอาการเบื้องต้นและไปโรงพยาบาลได้ทันท่วงที",https://he02.tci-thaijo.org/index.php/TJONC/article/download/264125/181013,https://doi.org/10.60099/jtnmc.v38i03.264125,2023-09-15
The Effect of Enhancing Family Cargiving Abilty Program on Autistic Symptoms among Autistic Preschoolers(ผลของโปรแกรมเสรมสรางความสามารถในการดแลของครอบครว ตออาการออทสตกของเดกออทสตกวยกอนเรยน),,https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=1203&context=cuns,https://doi.org/10.58837/chula.cuns.31.3.7,2019-09-01
Strategies for Developing Private School Administrators based on the Concept of Digital Citizenship(กลยทธการพฒนาผบรหารโรงเรยนเอกชนตามแนวคดความเปนพลเมองดจทล),,https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=3843&context=educujournal,https://doi.org/10.58837/chula.educu.48.2.9,2020-04-01
แนวทางการสอนทฤษฎดนตรไทยสำหรบนกเรยนระดบมธยมศกษาตอนตน (Approaches to Teaching Thai Music Theories to Lower Secondary Students),,https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=3962&context=educujournal,https://doi.org/10.58837/chula.educu.49.2.16,2021-04-01
เทคโนโลยปญญาประดษฐ AI กบการแบงกลมขอมลผลสมฤทธทางการเรยนของนกเรยนชนประถมศกษาปท 5 โดยใชวธการเรยนรการแบงกลมขอมลชนด K-mean (Artificial Intelligence (AI) Technology and the Categorization of Fifth Grade Students’ Academic Achievements Using K-means Clustering Learning Algorithm),,https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=3961&context=educujournal,https://doi.org/10.58837/chula.educu.49.2.15,2021-04-01
กลยทธการบรหารวชาการตามแนวคดความเปนพลเมองดจทล ของสถานศกษาสงกดสำนกงานเขตพนทการศกษาประถมศกษาในจงหวดนครราชสมา (Strategies for the Academic Administration According to the Digital Citizenship Concept of Educational Institutions under the Nakhon Ratchasima Primary Educational Service Area Office),,https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=4052&context=educujournal,https://doi.org/10.58837/chula.educu.51.1.5,2023-01-01
University Library Management Strategies to Enhance Lifelong Learning Skills of Students(กลยทธการบรหารหองสมดมหาวทยาลยเพอเสรมสรางทกษะการเรยนรตลอดชวตของนสตนกศกษา),,https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=3849&context=educujournal,https://doi.org/10.58837/chula.educu.48.2.15,2020-04-01
Proposed School Management Strategies to Strengthen the Consciousness and Practices of Students to Reduce Global Warming(การนำเสนอกลยทธการบรหารโรงเรยนเพอเสรมสรางจตสำนกและการปฏบตของนกเรยนในการลดภาวะโลกรอน),,https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=3874&context=educujournal,https://doi.org/10.58837/chula.educu.48.3.20,2020-07-01
Cultural Studies in German as a Foreign Language in Thailand: Learning and Teaching about the Cultures of German Speaking Countries in the Context of Thai Higher Education(วฒนธรรมศกษาในสาขาภาษาเยอรมนในฐานะภาษาตางประเทศในประเทศไทย: การเรยนการสอนเกยวกบวฒนธรรมของกลมประเทศ ทใชภาษาเยอรมนเปนภาษาราชการในบรบทอดมศกษาไทย),,https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=1091&context=jletters,https://doi.org/10.58837/chula.jletters.49.1.6,2020-01-01
The Disintegration Behaviors of Insoluble Tablets Containing Different Disintegrants.(พฤตกรรมการแตกตวของยาเมดไมละลายนำทประกอบดวยสารชว...,"Dibasiccalcium phosphate dihydrate with different types and varying percentages of disintegrants were directly compressed into tablets.The mechanisms of action from moisture sorption and water penetration were investigated to elucidate the disintegration behaviors of tablets.The amount o f moisture adsorbed and the density change of tablets increased with the amount of disintegrant.On the contrary, the hardness decreased except of those containing microcrystalline cellulose.The initial water penetration rate was the highest except those from tablets containing sodium starch glycolate.An obstacle in water penetration occured in tablets containing high amount of disintegrants except corn starch.An optimum percentage of each disintegrant produced the lowest disintegration time.Of the four disintegrants investigated, cross-linked polyvinylpyrrolidone provided the fastest disintegration.The disintegration behaviors were discussed and related to the initial or highest rate of watere penetration from tablets containing disintegrants excent microcrystalline cullulose.(",https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=1373&context=tjps,https://doi.org/10.56808/3027-7922.1373,1988-01-01
Antimicrobial Activity of p-Aminobenzoic Acid and Its Application as a Preservative in Pharmaceutical Products(ฤทธการตานจลชพของพารา- อะมโนเบนโซอคแอซดและ...,"Antimicrobial Activity of p-Aminobenzoic Acid and Its Application as a Preservative in Pharmaceutical Products p-Aminobenzoic acid (PABA) showed inhibitory effect upon Staphylococcus aureus NCTC 10788, Pseudom onas aeruginosa NCTC 6750, Escherichia coli NCTC 8110 and C andida albicans NCPF 3179.Its antimicrobial activity was affected by different solvent system and pH.The better activity was observed when PABA was dissolved in alcohol and lowering of pH increased its inhibitory effect.Also, in the presence of sodium metabisulfite, the activity of the compound increased.After 3 months of storage at room temperature, PABA solution still maintained its inhibitory effect upon the test microbial strains.When this agent, at 0.5%, was added in morphine mixture and frusemide suspension, it was able to inactivate the aforementioned microorganisms within 6 hours after inoculating those microbial strains into the products.(Th.",https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=1313&context=tjps,https://doi.org/10.56808/3027-7922.1313,1990-01-01
THE EFFECT OF GAMBOGIC ACID ON GASTROINTESTINAL SMOOTH MUSCLE(ฤทธทางเภสชวทยาของแกมโบจกแอซดจากรงทองตอกลามเนอเรยบหางเ...,"Gambogic acid is a pure compound isolated from gamboge (Rongthong), a gum-resin extruded from Garcinia hanburyi Hookf. The pharmacological effects of this compound have been investigated in isolated rabbit, rat and mice organ preparations and conscious mice. The results showed that gambogic acid at the concentration of 1.3x10'^ M -3.9x10'^ M increased spontaneous contraction whereas concentration of 5.2x1 O'5 M diminished the spontaneous contraction of isolated rabbit jejunum. Gambogic acid at the concentration of 6.5x1 O'6 M -1.3x1 O'5 M increasedforce and tone of isolated rat ileum contraction and the concentration of 6.5x10'6 M -3 .2 5 x 1 0 M increased isolated whole mice stomach contraction. Atropine, verapamil and chlorpheniramine significantly reduced the contraction of rabbit jejunum, rat ileum and mice stomach induced by gambogic acid respectively, Gavage feeding of 50 mg/kg of gambogic acid to the conscious mice significantly increased the charcoal movement from the stomach to small intestine. These results should be concluded that gambogic acid displays spasmodic activity at the low concentration which is mediatedvia non-specific receptors.",https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=1281&context=tjps,https://doi.org/10.56808/3027-7922.1281,1992-01-01
พฤตกรรมการใชสมนไพรในการดแลภาวะ Long COVID ของประชาชนในตำบลอางศลา อำเภอเมอง จงหวดชลบร,ภูมิหลังและวัตถุประสงค์: สมุนไพร ถือเป็นทางเลือกในการรักษาและป้องกันโรคทั้งในรูปแบบของยาและผลิตภัณฑ์อาหารเสริมที่เป็นกระแสนิยมของคนทั่วไปในปัจจุบัน ประโยชน์ของการใช้สมุนไพรในการรักษาโรค โดยองค์ความรู้เหล่านี้ได้มีการถ่ายทอดมาจากบรรพบุรุษสู่ลูกหลาน การวิจัยครั้งนี้ มีวัตถุประสงค์เพื่อศึกษาสภาพปัญหาผู้ที่มีการใช้สมุนไพรในการดูแลภาวะ Long COVID หลังจากการติดเชื้อไวรัสโคโรน่า 2019 ของประชาชนในตำบลอ่างศิลา และได้ศึกษาพฤติกรรมผู้ที่มีการใช้สมุนไพรใน การดูแลภาวะ Long COVID จำนวนทั้งสิ้น 20 ระเบียบวิธีการวิจัย: ใช้ระเบียบวิธีวิจัยเชิงคุณภาพเก็บรวบรวมข้อมูลโดยใช้แบบสัมภาษณ์ชนิดมีโครงสร้าง แบบชนิดไม่มีโครงสร้างและแบบสังเกตที่นักวิจัยสร้างขึ้น วิเคราะห์ข้อมูลโดยใช้การพรรณนาวิเคราะห์ ผลการวิจัย: พบว่า พฤติกรรมการใช้ของกลุ่มตัวอย่างมีความรู้เรื่องการใช้สมุนไพรในการบรรเทาอาการภาวะ Long COVID เบื้องต้นและทราบวิธีการใช้ที่ถูกต้องเนื่องจากมีความรู้และศึกษาข้อมูลผ่านสื่อออนไลน์ ทำให้สมุนไพรมีบทบาทการดูแลสุขภาพเบื้องต้นของประชาชนตำบลอ่างศิลา โดยเฉพาะช่วงสถานการณ์การระบาดของเชื้อไวรัสโคโรน่า 2019 ซึ่งสามารถหาซื้อได้ง่ายและมีราคาถูก สภาพปัญหาการใช้สมุนไพร พบว่า มีแนวโน้มการให้ข้อมูลที่ไม่ถูกต้อง ทำให้มีการใช้สมุนไพรอย่างเป็นประจำ เนื่องจากมีความคิดว่าสมุนไพรนั้นดีมากจากการศึกษาข้อมูลผ่านสื่อออนไลน์ สรุปผล: พฤติกรรมการใช้สมุนไพรในการดูแลภาวะ Long COVID พบว่า กลุ่มตัวอย่างมีความรู้เกี่ยวกับการใช้สมุนไพรเบื้องต้น แต่มีพฤติกรรมการใช้ที่ไม่ถูกต้อง และมีสภาพปัญหาในการรับรู้ข่าวสารและการศึกษาข้อมูลที่ไม่ครบถ้วนทุกมิติ,https://so03.tci-thaijo.org/index.php/IARJ/article/download/276316/183586,https://doi.org/10.60027/iarj.2024.276316,2024-06-07
การพฒนาทกษะการคดเชงบรหาร (EF) ของเดกปฐมวยโดยใชกจกรรมเสรมประสบการณ สอสรางสรรคจากวสดภมปญญาทองถน,ภูมิหลังและวัตถุประสงค์: การส่งเสริมรากฐานของการพัฒนาทักษะการคิดเชิงบริหาร (EF) กับเด็กปฐมวัยให้เกิดการพัฒนาศักยภาพในการเจริญเติบโตและเรียนรู้อย่างเหมาะสม โดยมีการซึมซับภูมิปัญญาท้องถิ่นซึ่งเป็นองค์ความรู้ที่เกิดจากการสั่งสมประสบการณ์ที่มีคุณค่าทางวัฒนธรรมให้สืบทอดต่อไป การวิจัยมีวัตถุประสงค์ เพื่อพัฒนาทักษะการคิดเชิงบริหาร (EF) ของเด็กปฐมวัยโดยใช้กิจกรรมเสริมประสบการณ์สื่อสร้างสรรค์จากวัสดุภูมิปัญญาท้องถิ่น ระเบียบวิธีการวิจัย: ผู้วิจัยได้ใช้แบบแผนการวิจัย One - Group Pretest -Posttest Design กลุ่มตัวอย่างการวิจัย คือ เด็กปฐมวัยโรงเรียนเทศบาล 1 (วิทยานารี) อำเภอเมือง จังหวัดชัยภูมิ ระดับชั้นอนุบาลปีที่ 2 ภาคเรียนที่ 1 ปีการศึกษา 2566 จำนวน 20 คน ใช้วิธีการสุ่มอย่างง่าย (Simple Random Sampling) เครื่องมือการวิจัย ได้แก่ แผนการจัดกิจกรรมเสริมประสบการณ์สื่อสร้างสรรค์จากวัสดุภูมิปัญญาท้องถิ่น และแบบสังเกตทักษะการคิดเชิงบริหาร (EF) ของเด็กปฐมวัย วิเคราะห์คุณภาพเครื่องมือโดยค่าดัชนีความสอดคล้องระหว่างลักษณะพฤติกรรมกับจุดประสงค์ จากผู้เชี่ยวชาญจำนวน 3 คน ซึ่งได้ค่าดัชนีความสอดคล้อง (IOC) 0.96 และวิเคราะห์ข้อมูลโดยค่าเฉลี่ย ส่วนเบี่ยงเบนมาตรฐาน และค่า t-test dependent ผลการวิจัย: กลุ่มทักษะพื้นฐานก่อน/หลังจัดกิจกรรมเสริมประสบการณ์ ระดับปานกลาง/ระดับมากที่สุด กลุ่มทักษะกำกับตัวเองก่อน/หลังจัดกิจกรรมเสริมประสบการณ์ ระดับปานกลาง/ระดับมากที่สุด กลุ่มทักษะปฏิบัติก่อน/หลังจัดกิจกรรมเสริมประสบการณ์ ระดับปานกลาง/ระดับมากที่สุด หลังการจัดกิจกรรมเสริมประสบการณ์ เด็กปฐมวัยมีทักษะการคิดเชิงบริหาร (EF) สูงขึ้นอย่างมีนัยสำคัญทางสถิติที่ระดับ .05 สรุปผล: เด็กปฐมวัยที่ได้รับการกิจกรรมเสริมประสบการณ์สื่อสร้างสรรค์จากวัสดุภูมิปัญญาท้องถิ่นมีทักษะการคิดเชิงบริหาร (EF) ที่สูงขึ้น,https://so03.tci-thaijo.org/index.php/IARJ/article/download/276823/184386,https://doi.org/10.60027/iarj.2024.276823,2024-07-22
บพปจจยทมอทธพลตอการดำเนนงานของธรกจใหบรการโลจสตกสในประเทศไทย,"การวิจัยนี้มีวัตถุประสงค์เพื่อ 1) ศึกษาระดับนวัตกรรมขององค์กร ความผูกพันต่อองค์กร การจัดการ โลจิสติกส์สีเขียว คุณค่าแบรนด์ขององค์กรและผลการดำเนินงานขององค์กร 2) ศึกษาความสัมพันธ์เชิงสาเหตุของนวัตกรรมขององค์กร ความผูกพันต่อองค์กร การจัดการโลจิสติกส์สีเขียว และคุณค่าแบรนด์ขององค์กรที่มีอิทธิพลต่อผลการดำเนินงาน และ 3) ตรวจสอบความสอดคล้องของตัวแปร ความสัมพันธ์เชิงสาเหตุของบุพปัจจัยที่มีอิทธิพลต่อผลการดำเนินงานของธุรกิจให้บริการโลจิสติกส์ในประเทศไทยกับข้อมูลเชิงประจักษ์ กลุ่มตัวอย่างคือ ผู้บริหารระดับต้นขึ้นไปของธุรกิจให้บริการโลจิสติกส์ จำนวน 303 ราย/บริษัท เครื่องมือที่ใช้ในการวิจัยเป็นแบบสอบถาม วิเคราะห์ข้อมูลโดยใช้โมเดลสมการโครงสร้าง ผลการศึกษาพบว่า ค่าเฉลี่ยความคิดเห็นบุพปัจจัยที่มีอิทธิพลต่อผลการดำเนินงานของธุรกิจให้บริการโลจิสติกส์อยู่ในระดับมากที่สุดและระดับมาก โมเดลจำลองสมการเชิงโครงสร้างมีความเหมาะสมกลมกลืนกับข้อมูลเชิงประจักษ์อยู่ในเกณฑ์ดี โดยพิจารณาจากค่าดัชนี ความสอดคล้องทางสถิติ c2/df =1.307, p =0.075, CFI =0.995, TLI =0.990, GFI =0.973, RMSEA =0.032, RMR =0.014 และมีความสอดคล้องกับสมมติฐานที่กำหนดไว้ นวัตกรรมขององค์กร และคุณค่าแบรนด์ขององค์กรมีอิทธิพลทางตรงต่อผลการดำเนินงานขององค์กรอย่างมีระดับนัยสำคัญทางสถิติที่ 0.001 การจัดการโลจิสติกส์ สีเขียว และความผูกพันต่อองค์กร มีอิทธิพลทางตรงต่อผลการดำเนินงานอย่างมีระดับนัยสำคัญทางสถิติที่ 0.01 นอกจากนี้นวัตกรรมขององค์กร ความผูกพันต่อองค์กร และการจัดการโลจิสติกส์สีเขียว มีอิทธิพลทางอ้อมต่อ ผลการดำเนินงานผ่านคุณค่าแบรนด์ขององค์กรอย่างมีระดับนัยสำคัญทางสถิติที่ 0.001 คำสำคัญ : นวัตกรรมขององค์กร, ความผูกพันต่อองค์กร, การจัดการโลจิสติกส์สีเขียว, คุณค่าแบรนด์ขององค์กร, ผลการดำเนินงานขององค์กร",https://so03.tci-thaijo.org/index.php/Logis_j/article/download/267259/184685,https://doi.org/10.53848/jlsco.v10i2.267259,2024-08-24
ครบานนอก: ความหมายจากวาทกรรมการพฒนากระแสหลกตอการตตราตวเอง ของครในทองถนชนบท,วัตถุประสงค์: “ครูบ้านนอก” เป็นผลจากวาทกรรมการพัฒนากระแสหลักที่ทำให้ครูบ้านนอกเกิดการตีตราตัวเอง ซึ่งวาทกรรมการพัฒนากระแสหลักที่มุ่งสู่ความทันสมัยจึงทำให้เกิดภาคปฏิบัติทางวาทกรรมต่อครูที่ปฏิบัติหน้าที่สอนอยู่ในท้องถิ่นชนบท ซึ่งตีตราตัวเองว่าแปลกแยกจากสังคมในลักษณะเป็นอื่น การวิจัยนี้มีวัตถุประสงค์เพื่อศึกษาความหมาย “ครูบ้านนอก” จากการตีตราตัวเองของครูในท้องถิ่นชนบทที่เป็นผลผลิตจากวาทกรรมการพัฒนากระแสหลัก วิธีการศึกษา: การวิจัยนี้เป็นงานวิจัยเชิงคุณภาพในกระบวนทัศน์เชิงวิพากษ์ ภายใต้แนวคิดของมิเชล ฟูโกต์ (Michel Foucault) เรื่องความรู้อำนาจ ความรู้ และภาคปฏิบัติทางวาทกรรม โดยใช้วิธีวิจัยชาติพันธุ์วรรณนาเชิงวิพากษ์ เพื่อสะท้อนให้เห็นภาพของความจริงที่เกิดขึ้นในปรากฏการณ์ดังกล่าว ผู้วิจัยคัดเลือกผู้ให้ข้อมูลด้วยการเลือกแบบเจาะจงตามเกณฑ์ที่กำหนด จำนวน 10 คน ซึ่งเป็นครูที่รู้สึกและมีประสบการณ์การถูกตีตราว่าเป็นครูบ้านนอกและปฏิบัติหน้าที่สอนในโรงเรียนท้องถิ่นชนบท รวบรวมข้อมูลด้วยการสัมภาษณ์เชิงลึก จากแบบสัมภาษณ์แบบกึ่งโครงสร้าง วิเคราะห์ข้อมูลด้วยการวิเคราะห์แก่นสาระ ตรวจข้อมูลด้วยเทคนิคสามเส้า ผลการศึกษา: “ครูบ้านนอก” ได้ให้ความหมายของการตีตราตัวเองไว้ 5 ความหมาย ดังนี้ 1. ครูที่อยู่ห่างไกลจากตัวเมืองที่เจริญ 2. ครูที่ต้องทำงานชุมชนมากกว่างานโรงเรียน 3. ครูที่ไม่กล้าคิดนอกกรอบจากหลักสูตรแกนกลาง 4. ครูที่ขาดสื่อและเทคโนโลยีที่ทันสมัย และ 5. ครูที่ต้องเจอความไม่พร้อมด้านการเรียนของนักเรียน จากความหมายที่เกิดขึ้นนี้เป็นผลมาจากวาทกรรมการพัฒนากระแสหลักคือ การทำทันสมัย โลกาภิวัตน์ และการรวมศูนย์อำนาจ ทำให้เกิดการตีตราตัวเองของครูที่ปฏิบัติหน้าที่ในท้องถิ่นชนบท การประยุกต์ใช้: ผลการวิจัยนี้อาจนำไปสู่การทบทวนและพิจารณาแนวทางในการกำหนดนโยบายของหน่วยงานที่รับผิดชอบในการพัฒนาวิชาชีพครูในทุกพื้นที่ เพื่อลดปัญหาความเหลื่อมล้ำในการทำการเรียนการสอนของครู,https://so08.tci-thaijo.org/index.php/artssu/article/download/3679/3159,https://doi.org/10.69598/artssu.2024.3679.,2024-12-27
วตถภาพแทนกบการอพยพผลดถนในงานศลปะของศลปนเอเชยตะวนออกรวมสมย,บทความนี้เป็นส่วนหนึ่งในการวิจัยเรื่อง“บทสะท้อนแห่งการอพยพย้ายถิ่นในผลงานศิลปะของศิลปินเอเชียตะวันออกร่วมสมัย” มีวัตถุประสงค์เพื่อศึกษาความหมายของวัตถุกับการอพยพในงานศิลปะของศิลปินเอเชียตะวันออกร่วมสมัยจากผลงานศิลปินเอเชียตะวันออก 9 คน ได้แก่ อ้ายเว่ยเว่ย หลิวหง อู๋เผิง คิมซูจา ซอโดโฮ ชินคยองมี อู๋อวี้เหวิน ชิโอะตะ จิฮะรุ และฮิระคิ สะวะ โดยศึกษาเปรียบเทียบจากเนื้อหาของผลงานเข้ากับทฤษฎีการอพยพของราเวนสไตน์ ผู้วิจัยจึงสามารถจำแนกความหมายของการสร้างสรรค์ผลงานศิลปะได้เป็น 3 แนวทาง คือ 1) วัตถุภาพแทนที่เกี่ยวข้องกับประวัติศาสตร์ 2) วัตถุภาพแทนที่สื่อถึงความโหยหาอดีต และ 3) วัตถุภาพแทนที่สื่อถึงการวิจารณ์สังคม จากการศึกษาพบว่าศิลปินหลายคนเลือกใช้วัตถุภาพแทนเพื่อสื่อถึงการอพยพผลัดถิ่นอย่างเดียวกัน ศิลปินหลายคนนำวัตถุภาพแทนที่เกี่ยวข้องวัฒนธรรม ประเพณีประจำชาติของตนมารวมเข้ากับวัสดุที่สร้างจากโรงงานอุตสาหกรรม ศิลปินบางคนนำวัตถุภาพแทนที่สามารถสื่อถึงความทรงจำในวัยเด็กมาใช้เชื่อมโยงเข้าประสบการณ์การอพยพผลัดถิ่น โดยวัตถุภาพแทนที่ศิลปินแต่ละคนนำมาใช้ในหนึ่งผลงานสามารถสื่อความหมายตามที่ผู้วิจัยได้จำแนกไว้ได้อย่างน้อยหนึ่งความหมาย และบางผลงานก็สามารถสื่อความหมายได้ครอบคลุมทั้งสามแบบ,https://so02.tci-thaijo.org/index.php/jfa/article/download/269986/183310,https://doi.org/10.69598/sbjfa269986,2024-12-25
